"","id","season","k","fl","year","cave","date","av_mid_dat","days","day_index","id_chr","id_ori","year_ori","cave_ori","first","s2","cave_season","cs_index","cave_k_season","cave_k","temp"
"7166",2933,"june",12,67,7,16,2018-06-06,2018-06-16,-10,"1","981338","981338",2018,"C26",12,2,"16_2","2933_16_12","16_12_2","16,12",2.517
"7167",2933,"june",12,68,7,16,2018-06-20,2018-06-16,4,"2","981338","981338",2018,"C26",12,2,"16_2","2933_16_12","16_12_2","16,12",2.517
"7168",2933,"august",13,81,7,16,2018-08-22,2018-08-21,1,"1","981338","981338",2018,"C26",12,1,"16_1","2933_16_13","16_13_1","16,13",7.33025
"7169",2934,"june",12,66,7,16,2018-06-06,2018-06-16,-10,"1","981342D","981342",2018,"C26",12,2,"16_2","2934_16_12","16_12_2","16,12",2.517
"7170",2935,"june",12,97,7,15,2018-06-20,2018-06-16,4,"1","981343","981343",2018,"C25",12,2,"15_2","2935_15_12","15_12_2","15,12",5.115
"7171",2935,"august",13,101,7,20,2018-08-15,2018-08-21,-6,"1","981343","981343",2018,"C7",12,1,"20_1","2935_20_13","20_13_1","20,13",5.6035
"7172",2936,"june",12,115,7,20,2018-06-20,2018-06-16,4,"1","981344","981344",2018,"C7",12,2,"20_2","2936_20_12","20_12_2","20,12",NA
"7173",2937,"august",13,66,7,12,2018-08-23,2018-08-21,2,"1","981348","981348",2018,"C22",13,1,"12_1","2937_12_13","12_13_1","12,13",6.446
"7174",2938,"june",12,66,7,7,2018-06-07,2018-06-16,-9,"1","981354","981354",2018,"C18",12,2,"7_2","2938_7_12","7_12_2","7,12",3.99775
"7175",2938,"june",12,70,7,7,2018-06-21,2018-06-16,5,"2","981354","981354",2018,"C18",12,2,"7_2","2938_7_12","7_12_2","7,12",3.99775
"7176",2939,"august",13,80,7,7,2018-08-23,2018-08-21,2,"1","981355","981355",2018,"C18",13,1,"7_1","2939_7_13","7_13_1","7,13",6.75
"7177",2939,"august",15,93,8,7,2019-08-22,2019-08-21,1,"1","981355","981355",2019,"C18",13,1,"7_1","2939_7_15","7_15_1","7,15",6.64875
"7178",2940,"june",12,80,7,15,2018-06-06,2018-06-16,-10,"1","981360","981360",2018,"C25",12,2,"15_2","2940_15_12","15_12_2","15,12",5.115
"7179",2941,"june",12,113,7,17,2018-06-07,2018-06-16,-9,"1","981361","981361",2018,"C27",12,2,"17_2","2941_17_12","17_12_2","17,12",5.45
"7180",2941,"august",13,115,7,17,2018-08-22,2018-08-21,1,"1","981361","981361",2018,"C27",12,1,"17_1","2941_17_13","17_13_1","17,13",6.57275
"7181",2941,"june",14,115,8,17,2019-06-06,2019-06-16,-10,"1","981361","981361",2019,"C27",12,2,"17_2","2941_17_14","17_14_2","17,14",5.45
"7182",2942,"june",12,65,7,16,2018-06-20,2018-06-16,4,"1","981362","981362",2018,"C26",12,2,"16_2","2942_16_12","16_12_2","16,12",2.517
"7183",2942,"august",13,80,7,16,2018-08-22,2018-08-21,1,"1","981362","981362",2018,"C26",12,1,"16_1","2942_16_13","16_13_1","16,13",7.33025
"7184",2942,"june",14,99,8,16,2019-06-05,2019-06-16,-11,"1","981362","981362",2019,"C26",12,2,"16_2","2942_16_14","16_14_2","16,14",2.249
"7185",2943,"june",12,71,7,13,2018-06-07,2018-06-16,-9,"1","981367","981367",2018,"C23",12,2,"13_2","2943_13_12","13_12_2","13,12",4.23275
"7186",2943,"june",14,100,8,13,2019-06-19,2019-06-16,3,"1","981367","981367",2019,"C23",12,2,"13_2","2943_13_14","13_14_2","13,14",4.076
"7187",2943,"august",15,111,8,13,2019-08-28,2019-08-21,7,"1","981367","981367",2019,"C23",12,1,"13_1","2943_13_15","13_15_1","13,15",NA
"7188",2944,"june",12,78,7,16,2018-06-06,2018-06-16,-10,"1","981369","981369",2018,"C26",12,2,"16_2","2944_16_12","16_12_2","16,12",2.517
"7189",2945,"june",12,85,7,7,2018-06-21,2018-06-16,5,"1","981370","981370",2018,"C18",12,2,"7_2","2945_7_12","7_12_2","7,12",3.99775
"7190",2946,"june",12,65,7,15,2018-06-06,2018-06-16,-10,"1","981371","981371",2018,"C25",12,2,"15_2","2946_15_12","15_12_2","15,12",5.115
"7191",2947,"june",12,66,7,16,2018-06-20,2018-06-16,4,"1","981374","981374",2018,"C26",12,2,"16_2","2947_16_12","16_12_2","16,12",2.517
"7192",2948,"june",12,68,7,15,2018-06-20,2018-06-16,4,"1","981380","981380",2018,"C25",12,2,"15_2","2948_15_12","15_12_2","15,12",5.115
"7193",2948,"august",13,79,7,15,2018-08-22,2018-08-21,1,"1","981380","981380",2018,"C25",12,1,"15_1","2948_15_13","15_13_1","15,13",6.6235
"7194",2949,"june",12,66,7,17,2018-06-07,2018-06-16,-9,"1","981385","981385",2018,"C27",12,2,"17_2","2949_17_12","17_12_2","17,12",5.45
"7195",2949,"august",13,75,7,17,2018-08-22,2018-08-21,1,"1","981385","981385",2018,"C27",12,1,"17_1","2949_17_13","17_13_1","17,13",6.57275
"7196",2949,"june",14,87,8,17,2019-06-06,2019-06-16,-10,"1","981385","981385",2019,"C27",12,2,"17_2","2949_17_14","17_14_2","17,14",5.45
"7197",2949,"august",15,103,8,17,2019-08-21,2019-08-21,0,"1","981385","981385",2019,"C27",12,1,"17_1","2949_17_15","17_15_1","17,15",6.39525
"7198",2950,"june",12,85,7,10,2018-06-21,2018-06-16,5,"1","981390","981390",2018,"C20",12,2,"10_2","2950_10_12","10_12_2","10,12",4.805
"7199",2951,"june",12,75,7,20,2018-06-20,2018-06-16,4,"1","981403","981403",2018,"C7",12,2,"20_2","2951_20_12","20_12_2","20,12",NA
"7200",2951,"june",14,92,8,20,2019-06-05,2019-06-16,-11,"1","981403","981403",2019,"C7",12,2,"20_2","2951_20_14","20_14_2","20,14",4.102
"7201",2951,"august",15,99,8,20,2019-08-21,2019-08-21,0,"1","981403","981403",2019,"C7",12,1,"20_1","2951_20_15","20_15_1","20,15",5.45
"7202",2952,"june",12,85,7,15,2018-06-06,2018-06-16,-10,"1","981404","981404",2018,"C25",12,2,"15_2","2952_15_12","15_12_2","15,12",5.115
"7203",2953,"june",12,74,7,15,2018-06-06,2018-06-16,-10,"1","981412","981412",2018,"C25",12,2,"15_2","2953_15_12","15_12_2","15,12",5.115
"7204",2953,"august",13,89,7,15,2018-08-22,2018-08-21,1,"1","981412","981412",2018,"C25",12,1,"15_1","2953_15_13","15_13_1","15,13",6.6235
"7205",2953,"august",15,107,8,15,2019-08-28,2019-08-21,7,"1","981412","981412",2019,"C25",12,1,"15_1","2953_15_15","15_15_1","15,15",6.4965
"7206",2954,"june",12,78,7,15,2018-06-20,2018-06-16,4,"1","981415","981415",2018,"C25",12,2,"15_2","2954_15_12","15_12_2","15,12",5.115
"7207",2954,"august",13,83,7,15,2018-08-15,2018-08-21,-6,"1","981415","981415",2018,"C25",12,1,"15_1","2954_15_13","15_13_1","15,13",6.6235
"7208",2954,"august",13,84,7,15,2018-08-22,2018-08-21,1,"2","981415","981415",2018,"C25",12,1,"15_1","2954_15_13","15_13_1","15,13",6.6235
"7209",2954,"june",14,92,8,15,2019-06-05,2019-06-16,-11,"1","981415","981415",2019,"C25",12,2,"15_2","2954_15_14","15_14_2","15,14",5.01125
"7210",2955,"june",12,71,7,10,2018-06-21,2018-06-16,5,"1","981418","981418",2018,"C20",12,2,"10_2","2955_10_12","10_12_2","10,12",4.805
"7211",2956,"june",12,67,7,5,2018-06-21,2018-06-16,5,"1","981425","981425",2018,"C17",12,2,"5_2","2956_5_12","5_12_2","5,12",5.757
"7212",2956,"june",14,87,8,5,2019-06-06,2019-06-16,-10,"1","981425","981425",2019,"C17",12,2,"5_2","2956_5_14","5_14_2","5,14",5.757
"7213",2957,"june",12,72,7,16,2018-06-06,2018-06-16,-10,"1","981435","981435",2018,"C26",12,2,"16_2","2957_16_12","16_12_2","16,12",2.517
"7214",2957,"june",12,75,7,16,2018-06-20,2018-06-16,4,"2","981435","981435",2018,"C26",12,2,"16_2","2957_16_12","16_12_2","16,12",2.517
"7215",2958,"june",12,70,7,13,2018-06-21,2018-06-16,5,"1","981439","981439",2018,"C23",12,2,"13_2","2958_13_12","13_12_2","13,12",4.23275
"7216",2958,"august",13,77,7,13,2018-08-23,2018-08-21,2,"1","981439","981439",2018,"C23",12,1,"13_1","2958_13_13","13_13_1","13,13",6.217
"7217",2958,"august",15,105,8,13,2019-08-21,2019-08-21,0,"1","981439","981439",2019,"C23",12,1,"13_1","2958_13_15","13_15_1","13,15",NA
"7218",2959,"june",12,72,7,16,2018-06-20,2018-06-16,4,"1","981441","981441",2018,"C26",12,2,"16_2","2959_16_12","16_12_2","16,12",2.517
"7219",2959,"august",13,87,7,16,2018-08-22,2018-08-21,1,"1","981441","981441",2018,"C26",12,1,"16_1","2959_16_13","16_13_1","16,13",7.33025
"7220",2960,"june",12,69,7,12,2018-06-06,2018-06-16,-10,"1","981443","981443",2018,"C22",12,2,"12_2","2960_12_12","12_12_2","12,12",3.70925
"7221",2960,"august",13,77,7,12,2018-08-15,2018-08-21,-6,"1","981443","981443",2018,"C22",12,1,"12_1","2960_12_13","12_13_1","12,13",6.446
"7222",2960,"august",13,80,7,12,2018-08-23,2018-08-21,2,"2","981443","981443",2018,"C22",12,1,"12_1","2960_12_13","12_13_1","12,13",6.446
"7223",2960,"june",14,90,8,12,2019-06-05,2019-06-16,-11,"1","981443","981443",2019,"C22",12,2,"12_2","2960_12_14","12_14_2","12,14",3.33925
"7224",2960,"august",15,103,8,12,2019-08-21,2019-08-21,0,"1","981443","981443",2019,"C22",12,1,"12_1","2960_12_15","12_15_1","12,15",6.69925
"7225",2961,"june",12,82,7,18,2018-06-19,2018-06-16,3,"1","981445","981445",2018,"C5",12,2,"18_2","2961_18_12","18_12_2","18,12",NA
"7226",2961,"june",14,111,8,18,2019-06-04,2019-06-16,-12,"1","981445","981445",2019,"C5",12,2,"18_2","2961_18_14","18_14_2","18,14",4.20675
"7227",2961,"august",15,119,8,18,2019-08-20,2019-08-21,-1,"1","981445","981445",2019,"C5",12,1,"18_1","2961_18_15","18_15_1","18,15",6.59825
"7228",2962,"june",12,68,7,15,2018-06-20,2018-06-16,4,"1","981455","981455",2018,"C25",12,2,"15_2","2962_15_12","15_12_2","15,12",5.115
"7229",2963,"june",12,82,7,15,2018-06-06,2018-06-16,-10,"1","981458","981458",2018,"C25",12,2,"15_2","2963_15_12","15_12_2","15,12",5.115
"7230",2963,"august",13,93,7,15,2018-08-15,2018-08-21,-6,"1","981458","981458",2018,"C25",12,1,"15_1","2963_15_13","15_13_1","15,13",6.6235
"7231",2963,"august",13,93,7,15,2018-08-22,2018-08-21,1,"2","981458","981458",2018,"C25",12,1,"15_1","2963_15_13","15_13_1","15,13",6.6235
"7232",2963,"august",15,129,8,15,2019-08-21,2019-08-21,0,"1","981458","981458",2019,"C25",12,1,"15_1","2963_15_15","15_15_1","15,15",6.4965
"7233",2964,"june",12,67,7,19,2018-06-19,2018-06-16,3,"1","981472","981472",2018,"C6",12,2,"19_2","2964_19_12","19_12_2","19,12",NA
"7234",2964,"august",13,77,7,19,2018-08-14,2018-08-21,-7,"1","981472","981472",2018,"C6",12,1,"19_1","2964_19_13","19_13_1","19,13",6.47125
"7235",2964,"august",13,78,7,19,2018-08-21,2018-08-21,0,"2","981472","981472",2018,"C6",12,1,"19_1","2964_19_13","19_13_1","19,13",6.47125
"7236",2964,"june",14,93,8,19,2019-06-18,2019-06-16,2,"1","981472","981472",2019,"C6",12,2,"19_2","2964_19_14","19_14_2","19,14",3.3665
"7237",2964,"august",15,99,8,19,2019-08-20,2019-08-21,-1,"1","981472","981472",2019,"C6",12,1,"19_1","2964_19_15","19_15_1","19,15",7.431
"7238",2965,"june",12,72,7,5,2018-06-21,2018-06-16,5,"1","981474","981474",2018,"C17",12,2,"5_2","2965_5_12","5_12_2","5,12",5.757
"7239",2966,"june",12,67,7,16,2018-06-06,2018-06-16,-10,"1","981476D","981476",2018,"C26",12,2,"16_2","2966_16_12","16_12_2","16,12",2.517
"7240",2967,"june",12,65,7,15,2018-06-20,2018-06-16,4,"1","981487","981487",2018,"C25",12,2,"15_2","2967_15_12","15_12_2","15,12",5.115
"7241",2967,"june",14,83,8,15,2019-06-05,2019-06-16,-11,"1","981487","981487",2019,"C25",12,2,"15_2","2967_15_14","15_14_2","15,14",5.01125
"7242",2968,"june",12,78,7,18,2018-06-19,2018-06-16,3,"1","981490","981490",2018,"C5",12,2,"18_2","2968_18_12","18_12_2","18,12",NA
"7243",2969,"june",12,67,7,15,2018-06-20,2018-06-16,4,"1","981491","981491",2018,"C25",12,2,"15_2","2969_15_12","15_12_2","15,12",5.115
"7244",2970,"june",12,65,7,15,2018-06-20,2018-06-16,4,"1","981492","981492",2018,"C25",12,2,"15_2","2970_15_12","15_12_2","15,12",5.115
"7245",2970,"june",14,83,8,15,2019-06-05,2019-06-16,-11,"1","981492","981492",2019,"C25",12,2,"15_2","2970_15_14","15_14_2","15,14",5.01125
"7246",2971,"august",13,76,7,15,2018-08-22,2018-08-21,1,"1","981494","981494",2018,"C25",13,1,"15_1","2971_15_13","15_13_1","15,13",6.6235
"7247",2971,"august",15,98,8,15,2019-08-21,2019-08-21,0,"1","981494","981494",2019,"C25",13,1,"15_1","2971_15_15","15_15_1","15,15",6.4965
"7248",2971,"august",15,99,8,15,2019-08-28,2019-08-21,7,"2","981494","981494",2019,"C25",13,1,"15_1","2971_15_15","15_15_1","15,15",6.4965
"7249",2972,"june",12,65,7,15,2018-06-20,2018-06-16,4,"1","981496","981496",2018,"C25",12,2,"15_2","2972_15_12","15_12_2","15,12",5.115
"7250",2973,"june",12,67,7,7,2018-06-07,2018-06-16,-9,"1","981497","981497",2018,"C18",12,2,"7_2","2973_7_12","7_12_2","7,12",3.99775
"7251",2973,"august",13,73,7,5,2018-08-23,2018-08-21,2,"1","981497","981497",2018,"C17",12,1,"5_1","2973_5_13","5_13_1","5,13",6.37
"7252",2973,"june",14,88,8,5,2019-06-20,2019-06-16,4,"1","981497","981497",2019,"C17",12,2,"5_2","2973_5_14","5_14_2","5,14",5.757
"7253",2974,"june",12,80,7,12,2018-06-20,2018-06-16,4,"1","981499","981499",2018,"C22",12,2,"12_2","2974_12_12","12_12_2","12,12",3.70925
"7254",2974,"august",15,94,8,12,2019-08-21,2019-08-21,0,"1","981499","981499",2019,"C22",12,1,"12_1","2974_12_15","12_15_1","12,15",6.69925
"7255",2974,"august",15,94,8,12,2019-08-28,2019-08-21,7,"2","981499","981499",2019,"C22",12,1,"12_1","2974_12_15","12_15_1","12,15",6.69925
"7256",2975,"june",8,50,5,20,2016-06-07,2016-06-16,-9,"1","9816704D","9816704",2016,"C7",8,2,"20_2","2975_20_8","20_8_2","20,8",3.9975
"7257",2976,"august",13,136,7,16,2018-08-15,2018-08-21,-6,"1","981712","981712",2018,"C26",13,1,"16_1","2976_16_13","16_13_1","16,13",7.33025
"7258",2977,"august",13,97,7,12,2018-08-23,2018-08-21,2,"1","981750","981750",2018,"C22",13,1,"12_1","2977_12_13","12_13_1","12,13",6.446
"7259",2978,"june",14,105,8,20,2019-06-05,2019-06-16,-11,"1","981751","981751",2019,"C7",14,2,"20_2","2978_20_14","20_14_2","20,14",4.102
"7260",2978,"august",15,109,8,20,2019-08-21,2019-08-21,0,"1","981751","981751",2019,"C7",14,1,"20_1","2978_20_15","20_15_1","20,15",5.45
"7261",2979,"august",13,65,7,3,2018-08-14,2018-08-21,-7,"1","981752","981752",2018,"C11",13,1,"3_1","2979_3_13","3_13_1","3,13",7.003
"7262",2980,"august",13,75,7,16,2018-08-22,2018-08-21,1,"1","981753","981753",2018,"C26",13,1,"16_1","2980_16_13","16_13_1","16,13",7.33025
"7263",2980,"august",15,111,8,16,2019-08-28,2019-08-21,7,"1","981753","981753",2019,"C26",13,1,"16_1","2980_16_15","16_15_1","16,15",7.90725
"7264",2981,"august",11,112,6,8,2017-08-24,2017-08-21,3,"1","981754","981754",2017,"C19",11,1,"8_1","2981_8_11","8_11_1","8,11",6.78
"7265",2981,"june",14,125,8,8,2019-06-06,2019-06-16,-10,"1","981754","981754",2019,"C19",11,2,"8_2","2981_8_14","8_14_2","8,14",NA
"7266",2982,"august",11,78,6,16,2017-08-17,2017-08-21,-4,"1","981755","981755",2017,"C26",11,1,"16_1","2982_16_11","16_11_1","16,11",7.28
"7267",2982,"august",11,78,6,16,2017-08-23,2017-08-21,2,"2","981755","981755",2017,"C26",11,1,"16_1","2982_16_11","16_11_1","16,11",7.28
"7268",2982,"august",13,117,7,16,2018-08-22,2018-08-21,1,"1","981755","981755",2018,"C26",11,1,"16_1","2982_16_13","16_13_1","16,13",7.33025
"7269",2982,"august",15,150,8,16,2019-08-28,2019-08-21,7,"1","981755","981755",2019,"C26",11,1,"16_1","2982_16_15","16_15_1","16,15",7.90725
"7270",2983,"august",11,88,6,15,2017-08-23,2017-08-21,2,"1","981756","981756",2017,"C25",11,1,"15_1","2983_15_11","15_11_1","15,11",6.62
"7271",2984,"august",11,74,6,15,2017-08-23,2017-08-21,2,"1","981757","981757",2017,"C25",11,1,"15_1","2984_15_11","15_11_1","15,11",6.62
"7272",2985,"august",11,66,6,16,2017-08-17,2017-08-21,-4,"1","981758","981758",2017,"C26",11,1,"16_1","2985_16_11","16_11_1","16,11",7.28
"7273",2985,"june",12,94,7,16,2018-06-20,2018-06-16,4,"1","981758","981758",2018,"C26",11,2,"16_2","2985_16_12","16_12_2","16,12",2.517
"7274",2985,"august",13,106,7,16,2018-08-15,2018-08-21,-6,"1","981758","981758",2018,"C26",11,1,"16_1","2985_16_13","16_13_1","16,13",7.33025
"7275",2985,"june",14,132,8,16,2019-06-19,2019-06-16,3,"1","981758","981758",2019,"C26",11,2,"16_2","2985_16_14","16_14_2","16,14",2.249
"7276",2985,"june",14,131,8,16,2019-06-19,2019-06-16,3,"2","981758","981758",2019,"C26",11,2,"16_2","2985_16_14","16_14_2","16,14",2.249
"7277",2985,"august",15,139,8,16,2019-08-21,2019-08-21,0,"1","981758","981758",2019,"C26",11,1,"16_1","2985_16_15","16_15_1","16,15",7.90725
"7278",2985,"august",15,139,8,16,2019-08-28,2019-08-21,7,"2","981758","981758",2019,"C26",11,1,"16_1","2985_16_15","16_15_1","16,15",7.90725
"7279",2986,"august",11,90,6,7,2017-08-18,2017-08-21,-3,"1","981759","981759",2017,"C18",9,1,"7_1","2986_7_11","7_11_1","7,11",6.9525
"7280",2986,"june",12,111,7,7,2018-06-07,2018-06-16,-9,"1","981759","981759",2018,"C18",9,2,"7_2","2986_7_12","7_12_2","7,12",3.99775
"7281",2986,"august",9,48,5,7,2016-08-23,2016-08-21,2,"1","981759","7739904",2016,"C18",9,1,"7_1","2986_7_9","7_9_1","7,9",6.74975
"7282",2987,"june",14,77,8,3,2019-06-04,2019-06-16,-12,"1","981760","981760",2019,"C11",14,2,"3_2","2987_3_14","3_14_2","3,14",2.1415
"7283",2988,"june",14,110,8,15,2019-06-05,2019-06-16,-11,"1","981761","981761",2019,"C25",14,2,"15_2","2988_15_14","15_14_2","15,14",5.01125
"7284",2988,"august",15,120,8,15,2019-08-21,2019-08-21,0,"1","981761","981761",2019,"C25",14,1,"15_1","2988_15_15","15_15_1","15,15",6.4965
"7285",2988,"august",15,120,8,15,2019-08-28,2019-08-21,7,"2","981761","981761",2019,"C25",14,1,"15_1","2988_15_15","15_15_1","15,15",6.4965
"7286",2989,"august",13,84,7,16,2018-08-15,2018-08-21,-6,"1","981762","981762",2018,"C26",13,1,"16_1","2989_16_13","16_13_1","16,13",7.33025
"7287",2990,"august",11,65,6,8,2017-08-18,2017-08-21,-3,"1","981763","981763",2017,"C19",11,1,"8_1","2990_8_11","8_11_1","8,11",6.78
"7288",2991,"august",11,70,6,6,2017-08-18,2017-08-21,-3,"1","981764","981764",2017,"C17b",11,1,"6_1","2991_6_11","6_11_1","6,11",7.0285
"7289",2992,"june",12,65,7,18,2018-06-05,2018-06-16,-11,"1","981765","981765",2018,"C5",12,2,"18_2","2992_18_12","18_12_2","18,12",NA
"7290",2992,"june",14,90,8,18,2019-06-04,2019-06-16,-12,"1","981765","981765",2019,"C5",12,2,"18_2","2992_18_14","18_14_2","18,14",4.20675
"7291",2992,"june",14,91,8,18,2019-06-18,2019-06-16,2,"2","981765","981765",2019,"C5",12,2,"18_2","2992_18_14","18_14_2","18,14",4.20675
"7292",2993,"june",14,73,8,11,2019-06-05,2019-06-16,-11,"1","981766","981766",2019,"C21",14,2,"11_2","2993_11_14","11_14_2","11,14",NA
"7293",2993,"june",14,73,8,11,2019-06-19,2019-06-16,3,"2","981766","981766",2019,"C21",14,2,"11_2","2993_11_14","11_14_2","11,14",NA
"7294",2994,"august",13,110,7,17,2018-08-22,2018-08-21,1,"1","981767","981767",2018,"C27",13,1,"17_1","2994_17_13","17_13_1","17,13",6.57275
"7295",2994,"june",14,110,8,17,2019-06-06,2019-06-16,-10,"1","981767","981767",2019,"C27",13,2,"17_2","2994_17_14","17_14_2","17,14",5.45
"7296",2994,"june",14,112,8,17,2019-06-20,2019-06-16,4,"2","981767","981767",2019,"C27",13,2,"17_2","2994_17_14","17_14_2","17,14",5.45
"7297",2995,"june",12,65,7,6,2018-06-07,2018-06-16,-9,"1","981768","981768",2018,"C17b",12,2,"6_2","2995_6_12","6_12_2","6,12",2.517
"7298",2995,"june",14,94,8,6,2019-06-20,2019-06-16,4,"1","981768","981768",2019,"C17b",12,2,"6_2","2995_6_14","6_14_2","6,14",3.367
"7299",2996,"august",13,72,7,15,2018-08-22,2018-08-21,1,"1","981769","981769",2018,"C25",13,1,"15_1","2996_15_13","15_13_1","15,13",6.6235
"7300",2997,"august",13,71,7,2,2018-08-21,2018-08-21,0,"1","981770","981770",2018,"C10",13,1,"2_1","2997_2_13","2_13_1","2,13",8.0325
"7301",2998,"august",13,120,7,12,2018-08-23,2018-08-21,2,"1","981771","981771",2018,"C22",13,1,"12_1","2998_12_13","12_13_1","12,13",6.446
"7302",2999,"august",13,73,7,12,2018-08-15,2018-08-21,-6,"1","981772","981772",2018,"C22",13,1,"12_1","2999_12_13","12_13_1","12,13",6.446
"7303",3000,"august",11,67,6,12,2017-08-23,2017-08-21,2,"1","981773","981773",2017,"C22",11,1,"12_1","3000_12_11","12_11_1","12,11",6.9525
"7304",3001,"august",11,71,6,5,2017-08-24,2017-08-21,3,"1","981774","981774",2017,"C17",11,1,"5_1","3001_5_11","5_11_1","5,11",6.37
"7305",3001,"june",12,93,7,7,2018-06-21,2018-06-16,5,"1","981774","981774",2018,"C18",11,2,"7_2","3001_7_12","7_12_2","7,12",3.99775
"7306",3001,"august",15,114,8,5,2019-08-29,2019-08-21,8,"1","981774","981774",2019,"C17",11,1,"5_1","3001_5_15","5_15_1","5,15",6.2935
"7307",3002,"august",13,93,7,2,2018-08-14,2018-08-21,-7,"1","981775","981775",2018,"C10",13,1,"2_1","3002_2_13","2_13_1","2,13",8.0325
"7308",3002,"august",13,93,7,2,2018-08-21,2018-08-21,0,"2","981775","981775",2018,"C10",13,1,"2_1","3002_2_13","2_13_1","2,13",8.0325
"7309",3002,"june",14,105,8,2,2019-06-18,2019-06-16,2,"1","981775","981775",2019,"C10",13,2,"2_2","3002_2_14","2_14_2","2,14",3.998
"7310",3003,"august",15,123,8,20,2019-08-21,2019-08-21,0,"1","981776","981776",2019,"C7",15,1,"20_1","3003_20_15","20_15_1","20,15",5.45
"7311",3004,"june",14,73,8,12,2019-06-05,2019-06-16,-11,"1","981777","981777",2019,"C22",14,2,"12_2","3004_12_14","12_14_2","12,14",3.33925
"7312",3005,"june",14,65,8,15,2019-06-05,2019-06-16,-11,"1","981778","981778",2019,"C25",14,2,"15_2","3005_15_14","15_14_2","15,14",5.01125
"7313",3006,"august",13,93,7,3,2018-08-14,2018-08-21,-7,"1","981779","981779",2018,"C11",13,1,"3_1","3006_3_13","3_13_1","3,13",7.003
"7314",3006,"august",13,96,7,3,2018-08-21,2018-08-21,0,"2","981779","981779",2018,"C11",13,1,"3_1","3006_3_13","3_13_1","3,13",7.003
"7315",3006,"june",14,103,8,3,2019-06-18,2019-06-16,2,"1","981779","981779",2019,"C11",13,2,"3_2","3006_3_14","3_14_2","3,14",2.1415
"7316",3006,"june",14,103,8,3,2019-06-18,2019-06-16,2,"2","981779","981779",2019,"C11",13,2,"3_2","3006_3_14","3_14_2","3,14",2.1415
"7317",3006,"august",15,109,8,3,2019-08-20,2019-08-21,-1,"1","981779","981779",2019,"C11",13,1,"3_1","3006_3_15","3_15_1","3,15",8.829
"7318",3006,"august",15,110,8,3,2019-08-27,2019-08-21,6,"2","981779","981779",2019,"C11",13,1,"3_1","3006_3_15","3_15_1","3,15",8.829
"7319",3007,"june",14,65,8,14,2019-06-05,2019-06-16,-11,"1","981780","981780",2019,"C24",14,2,"14_2","3007_14_14","14_14_2","14,14",6.217
"7320",3007,"august",15,79,8,14,2019-08-21,2019-08-21,0,"1","981780","981780",2019,"C24",14,1,"14_1","3007_14_15","14_15_1","14,15",7.154
"7321",3008,"august",13,92,7,2,2018-08-14,2018-08-21,-7,"1","981781","981781",2018,"C10",13,1,"2_1","3008_2_13","2_13_1","2,13",8.0325
"7322",3009,"august",11,78,6,12,2017-08-23,2017-08-21,2,"1","981782","981782",2017,"C22",11,1,"12_1","3009_12_11","12_11_1","12,11",6.9525
"7323",3009,"august",13,97,7,12,2018-08-23,2018-08-21,2,"1","981782","981782",2018,"C22",11,1,"12_1","3009_12_13","12_13_1","12,13",6.446
"7324",3010,"august",11,71,6,7,2017-08-24,2017-08-21,3,"1","981783","981783",2017,"C18",11,1,"7_1","3010_7_11","7_11_1","7,11",6.9525
"7325",3010,"june",12,90,7,7,2018-06-07,2018-06-16,-9,"1","981783","981783",2018,"C18",11,2,"7_2","3010_7_12","7_12_2","7,12",3.99775
"7326",3011,"june",12,76,7,18,2018-06-19,2018-06-16,3,"1","981784","981784",2018,"C5",12,2,"18_2","3011_18_12","18_12_2","18,12",NA
"7327",3011,"june",14,99,8,18,2019-06-04,2019-06-16,-12,"1","981784","981784",2019,"C5",12,2,"18_2","3011_18_14","18_14_2","18,14",4.20675
"7328",3011,"june",14,99,8,18,2019-06-04,2019-06-16,-12,"2","981784","981784",2019,"C5",12,2,"18_2","3011_18_14","18_14_2","18,14",4.20675
"7329",3011,"june",14,100,8,18,2019-06-18,2019-06-16,2,"3","981784","981784",2019,"C5",12,2,"18_2","3011_18_14","18_14_2","18,14",4.20675
"7330",3011,"august",15,107,8,18,2019-08-20,2019-08-21,-1,"1","981784","981784",2019,"C5",12,1,"18_1","3011_18_15","18_15_1","18,15",6.59825
"7331",3012,"august",11,73,6,12,2017-08-17,2017-08-21,-4,"1","981785","981785",2017,"C22",11,1,"12_1","3012_12_11","12_11_1","12,11",6.9525
"7332",3013,"august",13,94,7,3,2018-08-14,2018-08-21,-7,"1","981786","981786",2018,"C11",13,1,"3_1","3013_3_13","3_13_1","3,13",7.003
"7333",3014,"august",13,70,7,17,2018-08-22,2018-08-21,1,"1","981787","981787",2018,"C27",13,1,"17_1","3014_17_13","17_13_1","17,13",6.57275
"7334",3015,"august",13,70,7,7,2018-08-23,2018-08-21,2,"1","981788","981788",2018,"C18",13,1,"7_1","3015_7_13","7_13_1","7,13",6.75
"7335",3016,"august",13,94,7,7,2018-08-23,2018-08-21,2,"1","981789","981789",2018,"C18",13,1,"7_1","3016_7_13","7_13_1","7,13",6.75
"7336",3017,"august",13,106,7,20,2018-08-15,2018-08-21,-6,"1","981790","981790",2018,"C7",13,1,"20_1","3017_20_13","20_13_1","20,13",5.6035
"7337",3018,"august",13,61,7,9,2018-08-14,2018-08-21,-7,"1","981791","981791",2018,"C2",13,1,"9_1","3018_9_13","9_13_1","9,13",5.6805
